0,0419	-0,0751	-0,0070
-0,0355	0,0390	-0,1080
-0,0355	-0,0921	0,1060
-0,0355	0,1121	-0,0450
-0,0355	-0,0277	-0,1040
-0,0236	-0,0826	0,0590
0,0244	-0,0286	0,0057
-0,0492	-0,0793	0,0301
0,0296	-0,0803	0,0779
0,0000	0,0010	0,0920
0,0000	-0,0467	-0,1050
0,0000	-0,0983	-0,0930
0,0000	0,0816	0,0920
0,0000	0,0461	-0,0670
0,0000	0,0690	-0,1080
0,0000	-0,0210	0,0130
0,0000	-0,0210	0,0130
0,0151	0,0281	-0,1080
0,0000	-0,0878	-0,0407
0,0000	-0,0076	-0,0066
0,0123	-0,0260	-0,0830
-0,1080	-0,0551	-0,0930
0,0000	-0,1052	-0,0407
0,0000	-0,0878	-0,0407
0,0000	0,0650	0,0670
0,0000	-0,0250	0,0000
0,0236	-0,0200	0,0460
-0,0240	-0,0200	0,0460
0,0240	-0,0200	0,0460
0,0240	-0,0200	0,0460
-0,0236	-0,0640	-0,0640
0,0000	0,0690	-0,1080
-0,0301	-0,0560	0,0150
-0,1013	-0,0682	0,0180
-0,1010	0,1075	0,0180
0,0000	0,0960	0,0830
-0,0150	-0,0104	-0,0420
0,0151	0,0410	-0,0412
0,0151	0,0181	-0,0479
0,0000	-0,0980	0,0416
-0,1125	-0,0100	-0,0412
0,0000	0,0520	0,0110
0,0000	-0,0860	-0,0690
0,0000	0,0230	-0,0930
0,0000	0,0010	0,0920
-0,0151	0,0701	0,0400
-0,0450	-0,1110	-0,0350
-0,0151	0,0400	0,0400
0,0862	-0,0061	0,0400
0,0862	-0,0764	0,0820
0,0862	0,0800	0,0270
0,0860	-0,0600	0,0270
-0,0599	-0,0670	-0,0407
0,0150	0,1066	0,0590
-0,0240	0,0600	0,0502
0,0000	-0,1114	-0,0066
0,0000	-0,0076	-0,0066
-0,0110	0,0335	0,0470
-0,0110	0,0335	0,0470
0,0000	0,0475	-0,0140
0,0027	-0,1067	0,0845
0,0027	-0,0494	0,0424
0,0027	0,0517	0,0546
0,0814	0,0236	0,1122
-0,0151	-0,0185	0,0270
-0,0151	-0,0274	-0,0590
-0,0599	0,0232	0,0809
0,0000	-0,1114	-0,0066
0,0000	-0,0076	-0,0066
0,0000	-0,1114	-0,0066
0,0000	0,0087	-0,0301
0,0000	0,0087	-0,0301
0,0000	0,0459	0,0418
0,0000	0,0193	0,0108
0,0000	-0,1041	0,0479
0,0000	-0,1041	0,0479
0,0000	-0,1041	0,0479
0,0000	0,0701	-0,0534
0,0000	-0,0457	-0,0534
-0,0151	-0,0870	0,0900
-0,0151	-0,0870	0,0900
-0,0862	-0,0350	0,0130
-0,0860	0,0460	0,0130
-0,0860	-0,0220	-0,0550
-0,0750	-0,0494	0,1033
-0,0750	-0,0115	-0,0529
-0,0750	-0,0478	0,0865
0,0447	-0,0134	0,0060
0,0862	0,0984	0,0517
-0,0151	0,0883	-0,0547
0,0788	0,0006	-0,0203
-0,1125	0,0804	0,0404
-0,1051	-0,0285	0,1011
-0,0810	0,0109	-0,0144
0,0151	-0,0965	0,0716
0,0151	0,0247	0,0997
0,0151	-0,1082	-0,0958
0,0151	-0,0530	0,0275
0,0151	-0,0237	-0,0407
0,0151	-0,0239	-0,1102
0,0296	-0,0407	-0,0140
0,1125	-0,0980	0,0130
0,0151	-0,0520	0,0170
0,0151	0,0860	-0,0990
0,0449	0,0790	-0,0560
-0,0450	0,0790	-0,0560
0,0450	0,0790	-0,0560
0,0450	0,0050	0,0530
-0,0600	0,0000	0,1030
0,0150	0,0020	0,0180
0,0000	0,1010	-0,0910
0,0000	0,0950	-0,0990
-0,0862	0,0600	0,1060
-0,0860	0,0097	0,1060
-0,0860	-0,0700	0,1110
0,0000	-0,0140	-0,0070
0,0712	-0,0262	-0,0111
-0,0710	-0,0262	-0,0111
0,1010	-0,0218	-0,0528
0,1010	-0,0211	-0,0891
-0,1075	0,0410	-0,0670
0,0000	-0,0930	-0,0819
0,0000	0,0634	0,0418
0,0000	0,1060	-0,0953
0,0000	-0,0058	0,0865
0,0000	0,0189	-0,0067
0,0000	-0,0920	0,0077
0,0000	0,0992	-0,0308
0,0000	0,0591	-0,0308
0,0000	0,0591	-0,0308
0,0000	0,0591	-0,0308
-0,0151	-0,0670	-0,0590
0,0000	0,0599	0,0870
0,0000	-0,0438	0,0870
0,0000	0,0599	0,0870
0,0810	0,0990	-0,1080
-0,0600	-0,0650	-0,0070
-0,0600	-0,0560	-0,0127
0,0150	-0,0704	0,0775
0,0110	0,0137	0,0470
0,0090	-0,0718	0,0820
0,0599	-0,0720	0,0250
0,0000	0,0998	-0,0137
0,0109	-0,0941	0,1009
0,0109	0,0730	-0,0466
0,0151	-0,1036	0,1103
0,0599	-0,0193	-0,0974
0,0000	0,0087	-0,0301
0,0000	-0,0395	-0,0666
0.0000	0.0000	0.0000
0.0151	0.0264	0.1090
0.0599	0.0920	-0.0560
0.0599	0.0920	-0.0560
0.0860	-0.0386	0.0845
0.0856	-0.0151	0.0845
0.0000	-0.0389	0.0670
-0.1125	-0.0680	0.0170
-0.1125	-0.0680	0.0170
0.0402	0.0234	0.0060
-75.1098	65.7234	23.8560
